,brand,model,year,fuel_type,transmission,body_type,engine_capacity,count
608,Daihatsu,Materia,2008.0,Benzine,Automatic,Hatchback,1600.0,1
609,Daihatsu,Pickup,1982.0,Diesel,Manual,Van / Bus,3500.0,1
610,Daihatsu,Sirion,2012.0,Benzine,Automatic,Hatchback,1300.0,1
588,Daewoo,Nubira,2003.0,Natural Gas,Manual,Sedan,1600.0,1
587,Daewoo,Nubira,2002.0,Hybrid,Automatic,Sedan,1600.0,1
585,Daewoo,Nubira,2002.0,Benzine,Automatic,Sedan,1600.0,1
572,Daewoo,Nubira,1998.0,Benzine,Manual,Other,1500.0,1
564,Daewoo,Lanos,2009.0,Benzine,Manual,Sedan,1300.0,1
565,Daewoo,Leganza,2000.0,Benzine,Automatic,Sedan,2000.0,1
566,Daewoo,Matiz,1999.0,Benzine,Manual,Hatchback,800.0,1
567,Daewoo,Matiz,2001.0,Benzine,Manual,Hatchback,800.0,1
568,Daewoo,Nubira,1997.0,Benzine,Automatic,Hatchback,1600.0,1
571,Daewoo,Nubira,1997.0,Benzine,Manual,Sedan,2000.0,1
573,Daewoo,Nubira,1998.0,Benzine,Manual,Sedan,1600.0,1
583,Daewoo,Nubira,2001.0,Benzine,Manual,Sedan,1598.0,1
575,Daewoo,Nubira,1999.0,Benzine,Manual,Sedan,1498.0,1
576,Daewoo,Nubira,1999.0,Benzine,Manual,Sedan,1500.0,1
577,Daewoo,Nubira,1999.0,Natural Gas,Manual,Sedan,1600.0,1
578,Daewoo,Nubira,2000.0,Benzine,Automatic,Sedan,1500.0,1
580,Daewoo,Nubira,2001.0,Benzine,Automatic,Sedan,1500.0,1
582,Daewoo,Nubira,2001.0,Benzine,Manual,Sedan,1500.0,1
611,Daihatsu,Terios,1999.0,Benzine,Automatic,Hatchback,1300.0,1
613,Daihatsu,Terios,2000.0,Benzine,Manual,Hatchback,1300.0,1
651,Fiat,128,1978.0,Benzine,Manual,Sedan,1300.0,1
614,Daihatsu,Terios,2007.0,Benzine,Automatic,Estate,1500.0,1
634,Fiat,127,1976.0,Benzine,Manual,Sports / Coupe,950.0,1
635,Fiat,127,1978.0,Benzine,Manual,Small city car,1300.0,1
637,Fiat,127,1982.0,Diesel,Manual,Sedan,900.0,1
638,Fiat,127,1983.0,Benzine,Manual,Hatchback,950.0,1
639,Fiat,127,1984.0,Benzine,Manual,Hatchback,903.0,1
640,Fiat,127,1984.0,Benzine,Manual,Small city car,900.0,1
641,Fiat,127,1985.0,Benzine,Manual,Hatchback,900.0,1
643,Fiat,127,1987.0,Benzine,Manual,Hatchback,900.0,1
644,Fiat,127,1987.0,Benzine,Manual,Hatchback,1300.0,1
645,Fiat,128,1971.0,Benzine,Manual,Sedan,1100.0,1
646,Fiat,128,1976.0,Benzine,Manual,Sedan,1100.0,1
647,Fiat,128,1976.0,Benzine,Manual,Sedan,1116.0,1
648,Fiat,128,1977.0,Benzine,Manual,Sedan,1100.0,1
649,Fiat,128,1978.0,Benzine,Manual,Other,1100.0,1
650,Fiat,128,1978.0,Benzine,Manual,Sedan,1200.0,1
633,Fiat,127,1974.0,Benzine,Manual,Hatchback,1300.0,1
632,Fiat,125,1979.0,Benzine,Manual,Sedan,1500.0,1
631,Fiat,124,1972.0,Benzine,Manual,Sedan,1600.0,1
621,Dodge,Challenger,2022.0,Benzine,Automatic,Sports / Coupe,3700.0,1
615,Daihatsu,Terios,2007.0,Benzine,Automatic,Hatchback,1500.0,1
616,Daihatsu,Terios,2008.0,Benzine,Automatic,4X4,1500.0,1
617,Daihatsu,Terios,2009.0,Benzine,Automatic,Hatchback,1600.0,1
618,Daihatsu,Terios,2009.0,Benzine,Automatic,SUV,1500.0,1
619,Deepal,G318,2025.0,Hybrid,Automatic,SUV,1500.0,1
620,Dodge,Challenger,2021.0,Benzine,Automatic,Sports / Coupe,3600.0,1
622,Dodge,Durango,2002.0,Benzine,Automatic,4X4,5900.0,1
630,Fiat,124,1970.0,Benzine,Manual,Sedan,1400.0,1
623,Dodge,Durango,2024.0,Benzine,Automatic,SUV,6166.0,1
624,Dodge,Ram,2011.0,Benzine,Automatic,Pickup,5700.0,1
626,Ds,Ds4,2023.0,Benzine,Automatic,SUV,1600.0,1
627,Faw,N5,2008.0,Natural Gas,Manual,Sedan,1000.0,1
628,Faw,Other,2004.0,Benzine,Manual,Hatchback,1000.0,1
629,Faw,Van,2006.0,Natural Gas,Automatic,Other,555.0,1
359,Chevrolet,Aveo,2007.0,Benzine,Manual,Sedan,1500.0,1
357,Chevrolet,Aveo,2006.0,Benzine,Manual,Sedan,1600.0,1
748,Fiat,Shahin,2001.0,Benzine,Manual,Sedan,1400.0,1
142,BMW,740,1995.0,Benzine,Automatic,Sedan,3500.0,1
118,BMW,520,2016.0,Benzine,Automatic,Sedan,1998.0,1
119,BMW,520,2016.0,Benzine,Automatic,Sedan,2000.0,1
120,BMW,520,2019.0,Benzine,Automatic,Sedan,1600.0,1
121,BMW,520,2019.0,Benzine,Automatic,Sedan,2000.0,1
123,BMW,520,2023.0,Benzine,Automatic,Sedan,1597.0,1
127,BMW,523,1998.0,Benzine,Automatic,Sedan,2500.0,1
129,BMW,523,2000.0,Benzine,Automatic,Sedan,2200.0,1
130,BMW,523,2000.0,Benzine,Automatic,Sedan,2500.0,1
132,BMW,523,2011.0,Benzine,Automatic,Sedan,2000.0,1
133,BMW,525,1998.0,Benzine,Automatic,Sedan,2800.0,1
134,BMW,528,2011.0,Benzine,Automatic,Sedan,3000.0,1
135,BMW,530,2018.0,Benzine,Automatic,Sedan,2000.0,1
137,BMW,535,2016.0,Benzine,Automatic,Sedan,3300.0,1
138,BMW,540,2020.0,Benzine,Automatic,Sedan,3000.0,1
139,BMW,730,2018.0,Benzine,Automatic,Sedan,2000.0,1
117,BMW,520,1990.0,Benzine,Automatic,Sedan,2500.0,1
116,BMW,430,2024.0,Benzine,Automatic,Sports / Coupe,2000.0,1
115,BMW,420,2023.0,Benzine,Automatic,Convertible,2000.0,1
98,BMW,320,2014.0,Benzine,Automatic,Sedan,2000.0,1
90,BMW,318,2019.0,Benzine,Automatic,Sedan,1600.0,1
91,BMW,318,2026.0,Benzine,Automatic,Sedan,2000.0,1
92,BMW,320,2006.0,Benzine,Automatic,Sedan,2400.0,1
95,BMW,320,2010.0,Benzine,Automatic,Sedan,2000.0,1
96,BMW,320,2013.0,Benzine,Automatic,Sedan,1995.0,1
97,BMW,320,2013.0,Benzine,Automatic,Sedan,2000.0,1
99,BMW,320,2015.0,Benzine,Automatic,Sedan,2000.0,1
114,BMW,418,2016.0,Benzine,Automatic,Sedan,1600.0,1
103,BMW,320,2019.0,Benzine,Automatic,Sedan,2000.0,1
106,BMW,320,2023.0,Benzine,Automatic,Sedan,2000.0,1
109,BMW,330,2008.0,Benzine,Automatic,Convertible,3000.0,1
110,BMW,330,2017.0,Benzine,Automatic,Sedan,2000.0,1
112,BMW,340,2016.0,Benzine,Automatic,Sedan,3000.0,1
113,BMW,340,2017.0,Benzine,Automatic,Sedan,3000.0,1
140,BMW,730,2019.0,Benzine,Automatic,Sedan,2000.0,1
143,BMW,740,2017.0,Hybrid,Automatic,Sedan,2000.0,1
85,BMW,318,2016.0,Benzine,Automatic,Sedan,1800.0,1
144,BMW,740,2018.0,Benzine,Automatic,Sedan,3000.0,1
167,BMW,X1,2023.0,Benzine,Automatic,SUV,1500.0,1
168,BMW,X1,2024.0,Benzine,Automatic,SUV,1500.0,1
170,BMW,X1,2026.0,Benzine,Automatic,SUV,1500.0,1
171,BMW,X2,2024.0,Benzine,Automatic,SUV,1500.0,1
172,BMW,X2,2025.0,Benzine,Automatic,SUV,1500.0,1
173,BMW,X3,2006.0,Benzine,Automatic,4X4,3000.0,1
174,BMW,X3,2006.0,Benzine,Automatic,SUV,3000.0,1
175,BMW,X3,2008.0,Benzine,Automatic,SUV,3000.0,1
176,BMW,X3,2013.0,Benzine,Automatic,SUV,2000.0,1
177,BMW,X3,2013.0,Benzine,Automatic,SUV,3000.0,1
178,BMW,X3,2014.0,Benzine,Automatic,SUV,2000.0,1
179,BMW,X3,2015.0,Benzine,Automatic,4X4,2000.0,1
180,BMW,X3,2017.0,Benzine,Automatic,4X4,3000.0,1
181,BMW,X3,2017.0,Benzine,Automatic,SUV,3000.0,1
182,BMW,X3,2019.0,Benzine,Automatic,SUV,2000.0,1
164,BMW,X1,2018.0,Benzine,Automatic,SUV,2000.0,1
161,BMW,X1,2013.0,Benzine,Automatic,SUV,2000.0,1
160,BMW,Other,1993.0,Benzine,Automatic,Sedan,1600.0,1
151,BMW,IX3,2014.0,Benzine,Automatic,4X4,3000.0,1
145,BMW,750,2022.0,Benzine,Automatic,Sedan,4400.0,1
146,BMW,760i,2025.0,Benzine,Automatic,Sedan,4400.0,1
147,BMW,850,2020.0,Benzine,Automatic,Convertible,4400.0,1
148,BMW,I5,2026.0,Electric,Automatic,Sedan,713.0,1
149,BMW,I7,2024.0,Electric,Automatic,Sedan,4000.0,1
150,BMW,IX1,2020.0,Benzine,Automatic,SUV,1500.0,1
152,BMW,IX3,2014.0,Benzine,Automatic,SUV,3000.0,1
159,BMW,M850,2020.0,Benzine,Automatic,Convertible,4400.0,1
153,BMW,IX3,2019.0,Benzine,Automatic,4X4,2000.0,1
154,BMW,M2,2024.0,Benzine,Automatic,Sedan,3000.0,1
155,BMW,M3,2023.0,Benzine,Automatic,Sedan,3000.0,1
156,BMW,M4,2023.0,Benzine,Automatic,Convertible,3000.0,1
157,BMW,M4,2024.0,Benzine,Automatic,Sports / Coupe,3000.0,1
158,BMW,M5,2026.0,Benzine,Automatic,Sedan,4400.0,1
87,BMW,318,2017.0,Benzine,Automatic,Sedan,1600.0,1
84,BMW,318,2016.0,Benzine,Automatic,Sedan,1500.0,1
184,BMW,X3,2024.0,Benzine,Automatic,4X4,2000.0,1
43,Audi,Q7,2021.0,Benzine,Automatic,SUV,2000.0,1
24,Audi,A6,2020.0,Benzine,Automatic,Sedan,2000.0,1
25,Audi,A6,2022.0,Benzine,Automatic,Sedan,2000.0,1
26,Audi,A7,2023.0,Benzine,Automatic,Sedan,2000.0,1
27,Audi,Q2,2019.0,Benzine,Automatic,Hatchback,999.0,1
28,Audi,Q2,2020.0,Benzine,Automatic,SUV,1000.0,1
29,Audi,Q2,2021.0,Benzine,Automatic,Hatchback,1400.0,1
30,Audi,Q2,2024.0,Benzine,Automatic,SUV,1400.0,1
31,Audi,Q2,2026.0,Benzine,Automatic,SUV,1400.0,1
32,Audi,Q3,2015.0,Benzine,Automatic,SUV,1400.0,1
33,Audi,Q3,2017.0,Benzine,Automatic,SUV,1400.0,1
35,Audi,Q3,2024.0,Benzine,Automatic,Hatchback,1500.0,1
37,Audi,Q3,2024.0,Benzine,Automatic,SUV,1400.0,1
38,Audi,Q3,2024.0,Benzine,Automatic,SUV,1500.0,1
39,Audi,Q3,2025.0,Benzine,Automatic,Estate,1400.0,1
40,Audi,Q3,2025.0,Benzine,Automatic,Hatchback,1500.0,1
22,Audi,A5,2021.0,Benzine,Automatic,Sedan,2000.0,1
21,Audi,A5,2013.0,Benzine,Automatic,Sedan,1800.0,1
20,Audi,A4,2024.0,Benzine,Automatic,Sedan,2000.0,1
8,Audi,A3,2016.0,Benzine,Automatic,Sports / Coupe,2000.0,1
2,Alfa Romeo,Tonale,2024.0,Benzine,Automatic,SUV,2000.0,1
3,Alfa Romeo,Tonale,2025.0,Benzine,Automatic,SUV,2000.0,1
4,Aston Martin,DB,2025.0,Benzine,Automatic,SUV,3982.0,1
5,Audi,A3,2012.0,Benzine,Automatic,Sedan,1400.0,1
6,Audi,A3,2013.0,Benzine,Automatic,Hatchback,1400.0,1
7,Audi,A3,2016.0,Benzine,Automatic,Sports / Coupe,1400.0,1
9,Audi,A3,2017.0,Benzine,Automatic,Hatchback,1400.0,1
19,Audi,A4,2023.0,Benzine,Automatic,Sedan,2000.0,1
10,Audi,A3,2017.0,Benzine,Automatic,Sedan,1500.0,1
11,Audi,A3,2019.0,Benzine,Automatic,Sedan,1000.0,1
12,Audi,A3,2020.0,Benzine,Automatic,Sedan,1000.0,1
13,Audi,A3,2024.0,Benzine,Automatic,Sedan,1400.0,1
14,Audi,A3,2025.0,Benzine,Automatic,SUV,1400.0,1
15,Audi,A4,2017.0,Benzine,Automatic,Sedan,1400.0,1
42,Audi,Q3,2026.0,Benzine,Automatic,Hatchback,1400.0,1
44,Audi,Q7,2022.0,Benzine,Automatic,SUV,2000.0,1
83,BMW,318,2005.0,Benzine,Automatic,Sedan,2500.0,1
45,Audi,Q7,2024.0,Benzine,Automatic,SUV,2000.0,1
67,BMW,316,1994.0,Benzine,Manual,Sedan,1600.0,1
68,BMW,316,1995.0,Benzine,Automatic,Sedan,2800.0,1
69,BMW,316,1995.0,Benzine,Automatic,Sedan,3200.0,1
70,BMW,316,1995.0,Benzine,Manual,Sedan,1600.0,1
71,BMW,316,1995.0,Benzine,Manual,Sports / Coupe,1600.0,1
72,BMW,316,1997.0,Benzine,Automatic,Sedan,1900.0,1
73,BMW,316,1997.0,Benzine,Manual,Sedan,1600.0,1
74,BMW,316,1998.0,Benzine,Automatic,Sedan,1600.0,1
75,BMW,316,2011.0,Benzine,Automatic,Sedan,1600.0,1
76,BMW,316,2011.0,Benzine,Automatic,Sedan,2000.0,1
77,BMW,316,2013.0,Benzine,Automatic,Sedan,1600.0,1
79,BMW,318,1981.0,Benzine,Manual,Sports / Coupe,1800.0,1
80,BMW,318,2000.0,Benzine,Automatic,Sedan,1900.0,1
81,BMW,318,2002.0,Benzine,Automatic,Sedan,2000.0,1
82,BMW,318,2004.0,Benzine,Automatic,Sedan,2000.0,1
66,BMW,316,1994.0,Benzine,Automatic,Other,1600.0,1
65,BMW,316,1992.0,Benzine,Manual,Sedan,1800.0,1
64,BMW,316,1991.0,Benzine,Automatic,Sedan,1600.0,1
54,BMW,116,2009.0,Benzine,Automatic,Hatchback,1600.0,1
46,Audi,Q7,2025.0,Benzine,Automatic,4X4,2000.0,1
49,Audi,Q8,2025.0,Benzine,Automatic,Hatchback,3000.0,1
50,Audi,Q8,2025.0,Benzine,Automatic,SUV,3000.0,1
51,Audi,Q8,2025.0,Benzine,Automatic,Sports / Coupe,3000.0,1
52,Avatr,07,2025.0,Electric,Automatic,SUV,252.0,1
53,BMW,116,1996.0,Benzine,Manual,Hatchback,1600.0,1
55,BMW,116,2015.0,Benzine,Automatic,Sedan,1600.0,1
63,BMW,316,1985.0,Benzine,Manual,Sedan,1600.0,1
56,BMW,118,2014.0,Benzine,Automatic,Hatchback,1600.0,1
57,BMW,118,2021.0,Benzine,Automatic,Hatchback,1500.0,1
58,BMW,118,2021.0,Benzine,Automatic,Sedan,1600.0,1
59,BMW,218,2017.0,Benzine,Automatic,Convertible,1500.0,1
60,BMW,218,2024.0,Benzine,Automatic,Sedan,1499.0,1
62,BMW,218 i,2021.0,Benzine,Automatic,Sedan,1500.0,1
183,BMW,X3,2019.0,Benzine,Automatic,SUV,3000.0,1
185,BMW,X3 M,2011.0,Benzine,Automatic,4X4,3000.0,1
356,Chery,Tiggo 8 Pro,2026.0,Benzine,Automatic,SUV,1600.0,1
311,Changan,V7,2017.0,Benzine,Automatic,Sedan,1600.0,1
292,Brilliance,H530,2022.0,Benzine,Automatic,Sedan,1600.0,1
293,Brilliance,Splendor,2009.0,Natural Gas,Manual,Sedan,1600.0,1
294,Brilliance,V6,2019.0,Benzine,Automatic,SUV,1500.0,1
295,Buick,Park Avenue,1981.0,Benzine,Automatic,Sedan,5700.0,1
296,Cadillac,Escalade,2019.0,Benzine,Automatic,4X4,6200.0,1
298,Cadillac,Escalade,2025.0,Benzine,Automatic,SUV,6200.0,1
299,Changan,Alsvin,2022.0,Benzine,Automatic,Sedan,1500.0,1
300,Changan,Benni mini,2012.0,Benzine,Manual,Van / Bus,1050.0,1
301,Changan,Benni mini,2013.0,Benzine,Automatic,Hatchback,1000.0,1
302,Changan,Benni mini,2013.0,Benzine,Automatic,Hatchback,1200.0,1
303,Changan,Benni mini,2015.0,Benzine,Automatic,Hatchback,1000.0,1
304,Changan,Benni mini,2015.0,Benzine,Manual,Hatchback,1600.0,1
305,Changan,Benni mini,2017.0,Benzine,Automatic,Hatchback,1000.0,1
306,Changan,CS35,2017.0,Benzine,Automatic,Hatchback,1600.0,1
307,Changan,CS55,2025.0,Benzine,Automatic,SUV,1500.0,1
291,Brilliance,Galena,2010.0,Natural Gas,Automatic,Sedan,2000.0,1
290,Brilliance,Galena,2010.0,Benzine,Automatic,Sedan,2000.0,1
289,Brilliance,Galena,2009.0,Benzine,Automatic,Sedan,2000.0,1
277,Bestune,T77 Pro,2023.0,Benzine,Automatic,SUV,1500.0,1
271,Baic,Other,2022.0,Benzine,Automatic,Hatchback,1500.0,1
272,Baic,U5 Plus,2026.0,Benzine,Automatic,Sedan,1500.0,1
273,Baic,X55,2026.0,Benzine,Automatic,SUV,1500.0,1
274,Baic,X7,2026.0,Benzine,Automatic,SUV,1500.0,1
275,Bentley,Continental GT,2016.0,Benzine,Automatic,Sports / Coupe,6000.0,1
276,Bentley,Continental GT,2017.0,Benzine,Automatic,Sports / Coupe,4000.0,1
278,Brilliance,FRV,2009.0,Benzine,Automatic,Sedan,1600.0,1
